systemNumber,objectType,title,maker,year,place,materials,techniques,styles
O132630,Costume,East European cap of dark purple silk velvet with heavily beaded sides. Oliver Messel Collection,Unknown,,Hungary,"['silk velvet', 'silk (textile)', 'beads']","['machine stitching', 'beading']",[]
O132622,Costume,East European 'pillbox' cap. Oliver Messel Collection,Unknown,,Hungary,"['felt', 'cotton (fibre)']",['machine stitching'],[]
O132544,Theatre costume,"Headdress designed by Oliver Messel for Edith Evans as the Countess in Christopher Fry's play, <i>The Dark is Light Enough</i>, 1954","Messel, Oliver Hilary Sambourne",1954.0,London,"['crin', 'cotton net', 'velvet ribbon', 'lace', 'wire', 'pearls', 'gilt', 'beads']","['wiring', 'hand sewing']",[]
O1607473,Silk programme,"Silk programme for the first production of Gladys Unger and A. Neil Lyons's play <i>London Pride</i>, Wyndham's Theatre, 6 December 1916",unknown,1916.0,London,"['silk (textile)', 'ink']",['printing'],[]
O1607406,Silk programme,"Silk programme for A Grand Extra Night of the theatre season at the Theatre Royal, Brighton, featuring <i>From Village to Court</i>; <i>Grimshaw, Bagshaw and Bradshaw</i> and Acts II and III of <i>The Green Bushes</i>, presented as a benefit performance for the theatre's manager, H.C. Nye, under the patronage of the Duke of Richmond and officers of the Royal Sussex Militia, 26 February [n.y.]",,1874.0,Brighton,"['silk (textile)', 'ink']",['printing'],[]
O1606850,Silk programme,"Silk programme for a Gala Performance in celebration of the Golden Jubilee of English National Opera, in the presence of the Queen and the Duke of Edinburgh, London Coliseum, 28 May 1981","Szell, Michael",1981.0,London,"['silk (textile)', 'ink']",['printing'],[]
O1606645,Silk programme,"Silk programme for a Grand Concert, the benefit performance of Madame D'Anterny, at the Antient Concert Rooms, Dublin, 23 July 1851",unknown,1851.0,Dublin,"['silk (textile)', 'ink']",['printing'],[]
O1606263,Silk programme,"Silk programme on cream silk printed in brown ink, with photographic portraits by Walery of royalty, Dame Nelly Melba and Sir Augustus Harris in roundels. Produced as a souvenir of the State Performance of Gounod's <i>Romeo et Juliette</i> in honour of the marriage of their Royal Highnesses The Duke of York and The Princess May of Teck, with Mme Melba as Juliette, Royal Opera, Covent Garden, 4 July 1893",,1893.0,London,"['silk (textile)', 'ink']",['printed'],[]
O1606149,Silk programme,"Silk programme for the performance of Ryan's Royal Circus on 24 November 1836, under the patronage of Captain Pechell, R.N., M.P.","Christopherson, Charles",1836.0,Brighton,"['silk (textile)', 'ink']",['printing'],[]
O1605940,Silk programme,"Silk programme for the performance of <i>The Chimney Corner</i>, <i>The Rough Diamond</i> and <i>The Irish Lion</i> at the Lyceum Theatre, Stafford, on 14 March 1866, in the presence of the High Sherriff R. T. Adderley, J.W. Huddleston M.P. and 'the Gentlemen of the Bar of the Oxford Circuit'","Halden, Joseph",1866.0,Stafford,"['silk (textile)', 'ink']",['printing'],[]
O1605568,Print,"Print depicting a puppeteer holding a Punch puppet, drawn and engraved by Lafinio, Florence, 19th century. George Speaight Punch & Judy Collection",Lafinio,1850.0,Italy,"['printing ink', 'paper', 'paint', 'lithographic ink']","['engraving (printing process)', 'print-making', 'hand-colouring']",[]
O1605464,Silk programme,"Cream silk programme for the benefit of Madame Cousins at Lewis's Australian Hippodrome, Shanghai, 11 March 1862",,1862.0,Shanghai,"['silk (textile)', 'ink']",['printing'],[]
O1605104,Poster,Poster advertising <i>For Services Rendered</i> by W. Somerset Maugham at the Old Vic Theatre 16th April to 5th June 1993,,1993.0,Great Britain,"['printing ink', 'paper']",['printing'],[]
O1605101,Silk programme,"Silk programme produced as a souvenir of the Command Performance for Prince and Princess Arthur of Connaught of <i>The Merchant of Venice</i>, presented  by Frank Benson's company at the Opera House, Pretoria, South Africa, 7 November 1912

",,1912.0,Pretoria,"['silk (textile)', 'ink']",['printing'],[]
O1605051,Set design,"Set design by Leslie Hurry for Shakespeare's <i>The Tempest,</i> produced by Oliver Neville for the Old Vic Theatre, London, 1962","Hurry, Leslie",1962.0,Great Britain,"['paper', 'watercolour', 'crayon', 'ink']","['drawing (image-making)', 'painting (image-making)']",[]
O1604213,Pair of curtains,"Pair of silver lace curtains, belonging to the actress and singer, Mistinguett (1875-1956) ",unknown,1925.0,,['metallic lace'],['lace making'],[]
O1604169,Dance costume,"1940s-style dress, designed by Peter Todd and worn by Amie Brown in <i>Shuffle It Right</i>, choreographed by Richard Alston, 2008","Todd, Peter",2008.0,London,['silk (textile)'],[],[]
O1604067,Dance costume,Black crinkled silk leotard-like 'altogethers' for Natural Movement,,1950.0,Manchester,['silk (textile)'],[],[]
O1604066,Dance costume,White crinkled silk shorts worn by Miss Atkinson under a costume for Natural Movement,,1950.0,Manchester,['silk (textile)'],[],[]
O1604065,Dance costume,Gold-yellow crinkle silk dress for an unidentified work by Natural Movement dancers,,1950.0,Manchester,['silk (textile)'],[],[]
O1604064,Dance costume,Brown crinkle silk dress for an unidentified work by Natural Movement dancers,,1950.0,Manchester,['silk (textile)'],[],[]
O1604063,Dance costume,Orange crinkled chiffon dress for an unidentified work by Natural Movement dancers,,1950.0,Manchester,['silk (textile)'],[],[]
O1604060,Dance costume,Gold-brown crinkled silk dress for an unidentified work by Natural Movement dancers,,1950.0,Manchester,['silk (textile)'],[],[]
O1604059,Dance costume,Maroon crinkled silk dress for an unidentified work by Natural Movement dancers,,1950.0,Manchester,['silk (textile)'],[],[]
O1604058,Dance costume,"Home-dyed crinkled silk dress in pinks, mauves, blues and greens for an unidentified work by Natural Movement dancers",,1950.0,Manchester,['silk (textile)'],[],[]
O1603896,Drawing,"Page of a sketch book showing a preliminary sketch made in Théâtre de Champs- Elysées during a rehearsal or performance of <i>Le Sacre du Printemps,</i> Diaghilev Ballets Russes, 1913. Sketch by Valentine Gross",Valentine Gross,1913.0,Paris,"['blue crayon', 'tracing paper']",['drawing'],[]
O1603862,Dance costume,"Blue crinkled silk leotard-like 'altogethers', probably for <i>The Moon Maiden</i>",,1950.0,Manchester,['silk (textile)'],[],[]
O1603861,Dance costume,"Blue crinkled silk leotard-like 'altogethers', probably for <i>The Moon Maiden</i>",,1950.0,Manchester,['silk (textile)'],[],[]
O1603860,Dance costume,"Blue crinkled silk leotard-like 'altogethers', probably for <i>The Moon Maiden</i>",,1950.0,Manchester,['silk (textile)'],[],[]
O1603859,Dance costume,"Blue crinkled silk leotard-like 'altogethers', probably for <i>The Moon Maiden</i>",,1950.0,Manchester,['silk (textile)'],[],[]
O1603858,Dance costume,"Blue crinkled silk leotard-like 'altogethers', probably for <i>The Moon Maiden</i>",,1950.0,Manchester,['silk (textile)'],[],[]
O1603857,Dance costume,"Blue crinkled silk leotard-like 'altogethers', probably for <i>The Moon Maiden</i>",,1950.0,Manchester,['silk (textile)'],[],[]
O1603856,Dance costume,"Blue crinkled silk leotard-like 'altogethers', probably for <i>The Moon Maiden</i>",,1950.0,Manchester,['silk (textile)'],[],[]
O1603855,Dance costume,"Blue crinkled silk leotard-like 'altogethers', probably for <i>The Moon Maiden</i>",,1950.0,Manchester,['silk (textile)'],[],[]
O1603854,Dance costume,"Blue crinkled silk leotard-like 'altogethers', probably for <i>The Moon Maiden</i>",,1950.0,Manchester,['silk (textile)'],[],[]
O1603853,Dance costume,"Blue crinkled silk leotard-like 'altogethers', probably for <i>The Moon Maiden</i>",,1950.0,Manchester,['silk (textile)'],[],[]
O1603840,Poster,"Poster advertising Bertram Mills Circus featuring The Sensational Barbette 'and 20 Other Gigantic Novelties', Olympia, 21st December 1927 to 24th January 1928. Printed by W.E. Berry.",,1927.0,Bradford,"['ink', 'paper']",['printing'],[]
O1603838,Poster,"Poster advertising Bertram Mills Circus featuring Beautiful De Mario the Human Top 'and 20 Other Sensational Novelities', Olympia, 21st December 1927 to 24th January 1928. Printed by W.E. Berry",,1927.0,Bradford,"['ink', 'paper']",['printing'],[]
O1603839,Dance costume,"Blue crinkled silk leotard-like 'altogethers', probably for <i>The Moon Maiden</i>",,1950.0,Manchester,['silk (textile)'],[],[]
O1603837,Dance costume,"Silk and chiffon blue-green tunic dress, probably for <i>The Moon Maiden</i>",,1950.0,Manchester,['silk (textile)'],[],[]
O1602110,Set design,"Design by Nicholas Georgiadis for the backdrop for the pas de deux in Kenneth MacMillan's ballet, <i>The Invitation</i>, The Royal Ballet Touring Company, 1960","Georgiadis, Nicholas",1960.0,London,"['watercolour', 'gouache', 'paper']",['painting (image-making)'],[]
O1602108,Set design,"Set design by Nicholas Georgiadis for Act III of Verdi's opera <i>Aida</i>, Royal Opera House, Covent Garden, January 1968","Georgiadis, Nicholas",1967.0,London,"['watercolour', 'gouache', 'paper']",['painting (image-making)'],[]
O1602107,Costume design,"Costume design by Nicholas Georgiadis for Kenneth MacMillan's ballet, <i>The Burrow</i>, The Royal Ballet Touring Company at the Royal Opera House, Covent Garden, 1958","Georgiadis, Nicholas",1958.0,London,"['watercolour', 'gouache', 'paper']",['painting (image-making)'],[]
O1602106,Costume design,"Costume design by Nicholas Georgiadis for Kenneth MacMillan's ballet, <i>The Burrow</i>, The Royal Ballet Touring Company at the Royal Opera House, Covent Garden, 1958","Georgiadis, Nicholas",1958.0,London,"['watercolour', 'gouache', 'paper']",['painting (image-making)'],[]
O1601874,Artwork,"Artwork by Joan Wanklyn (1924-1999) for a programme cover for Bertram Mills Circus at Olympia, ca.1960","Wanklyn, Joan",1959.0,,"['paper', 'pen and ink', 'pencil', 'gouache']",['free-hand drawing'],[]
O1601875,Set design,"Design by Nicholas Georgiadis for the backdrop for the pas de deux in Kenneth MacMillan's ballet, <i>The Invitation</i>, The Royal Ballet Touring Company, 1960","Georgiadis, Nicholas",1960.0,London,"['watercolour', 'gouache', 'paper']",['painting (image-making)'],[]
O1601873,Set design,"Set design by Nicholas Georgiadis for the entrance in Kenneth MacMillan's ballet, <i>Danses concertantes</i>, Sadler's Wells Theatre Ballet, Sadler's Wells, 1955","Georgiadis, Nicholas",1955.0,London,"['watercolour', 'gouache', 'paper']",['painting (image-making)'],[]
O1599189,Figurine,"Ceramic figure depicting Sheila Steafel as Mistress Quickly, 1985","White, Michael",1985.0,Great Britain,"['clay', 'ceramic', 'glaze', 'paint']",[],[]
O1597618,Poster,"Poster advertising<i> Holiday Variety! </i>the twice-nightly Variety show at the Palace Theatre Manchester, week commencing Monday 7th August 1950, starring Beryl Reid (1919-1996), and featuring Mumford's Puppets. Printed by the Electric Company Ltd., Manchester",,1950.0,,"['paper', 'printing ink']",[],[]
O1597617,Poster,"Poster advertising twice-nightly Variety at the Teatro-Cine da Covilhã, the Theatre-Cinema in Covilhã, Portugal, Sunday 6th March 1955 starring Frank and Maisie Mumford's Puppet Parade. Printed by Tipografia Minerva.",,1955.0,Portugal,"['paper', 'printing ink']",[],[]
O1597614,Poster,"Poster advertising twice-nightly Variety at the Kingston Empire Theatre, week commencing Monday 27th October 1952 starring The Deep River Boys, and featuring Mumford's Puppet Parade. Printed by Tribe Brothers Ltd.",,1952.0,,"['paper', 'printing ink']",[],[]
O1597611,Poster,"Poster advertising the twice-nightly Variety programme at the Grand Theatre Bolton, week commencing Monday 4th August 1952, featuring Maisie and Frank Mumford's<i> Puppet Parade</i>",,1952.0,,"['paper', 'printing ink']",[],[]
O1597146,Poster,"Poster advertising the twice-nightly Variety programme at the Astoria, Milford Haven, week commencing Monday 28th March 1949 starring Sandy Powell, and featuring Frank Mumford's <i>Puppet Parade</i>. Printed by Bert Edwards, Milford Haven","Edwards, Bert",1949.0,Milford Haven,"['paper', 'printing ink']",[],[]
O1597144,Poster,"Poster advertising Frank Mumford's 'Stars in Battledress' Puppet Show presented by the Central Pool of Artists, Royal Naval Barracks, Portsmouth, Thursday 14th February 1946


",,1946.0,,"['paper', 'printing ink']",['letterpress'],[]
O1595486,Poster,"Poster advertising the twice-nightly Variety programme at the Palace Theatre Blackpool starring 'Yorkshire's Popular Comedian' Albert Modley, and featuring Mumford's Puppet Parade, week commencing Monday 26th May 1952. Printed by Tribe Bothers Ltd.",,1952.0,,"['paper', 'printing ink']",[],[]
O1594972,Shadow puppet,"Magical fish shadow puppet designed by Julia Lee-Delisle for the Polka Theatre's production <i>Wang-Su the Doctor,</i>1979",Julia Lee-Delisle,1979.0,United Kingdom,"['card', 'acrylic']","['cutting', 'carving']",[]
O1594739,Poster,"Poster advertising the acts appearing in the February programme at The Red House nightclub, Zurich, including the Mumford Puppets. No year but probably ca.1965",,1964.0,Zurich,"['paper', 'printing ink']",[],[]
O1594215,Poster,"Typographical poster printed in red and blue on white paper advertising the revue <i>Holiday Hayride '78</i> starring Jack Cruise at the Cork Opera House, 25th September 1978. ",,1978.0,,"['paper', 'printing ink']",[],[]
O1594204,Poster,"Poster advertising Frank Mumford's <i>Stars on Strings </i>Grand Marionette Theatre, Marina Theatre Ramsgate, ca.1946 ",,1945.0,Ramsgate,"['paper', 'printing ink']",[''],[]
O173537,Photograph,"Photograph of Johnny Clarke, 19th c. Guy Little Collection.","James, J. R.",1850.0,Great Britain,['photographic paper'],['photography'],[]
O173535,Photograph,"Photograph of Johnny Clarke, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O173526,Photograph,"Photograph of Johnny Clarke, 19th c. Guy Little Collection.","Beau, Adolphe",1850.0,Great Britain,['photographic paper'],['photography'],[]
O173515,Photograph,"Photograph of Johnny Clarke as Flickster in <i>The Goose with the Golden Eggs</i> at the Strand Theatre, September 1859, Guy Little Collection.","Silvy, Camille-Léon-Louis",1859.0,London,['photographic paper'],['photography'],[]
O1518372,Costume design,"Pencil drawings by Lila De Nobili of Fairy no. 5 and Fairy no. 4 in <i>The Sleeping Beauty</i> at the Royal Opera House, Covent Garden","De Nobili, Lila",1968.0,London,"['ink', 'paper', 'pencil']",['designing'],[]
O1518163,Costume design,"Costume design for Laertes in <i>Hamlet</i>, Hawthorn State College, 1978",Unknown,1978.0,USA,"['paper', 'watercolour', '']","['drawing (image-making)', 'painting (image-making)']",[]
O1518107,Music ,"Music sheet for a piece from the opera <i>Calfurnia</i>, sung by Italian opera singer Francesca Cuzzoni",Unknown,1749.0,Europe,"['paper', 'printing ink']",['printing'],[]
O1518104,Print,"Print depicting the Swedish opera singer, Jenny Lind. Published in Vienna by the Bureau der Theaterzeitung Rauhensteingasse as No. 107 of a series of prints entitled Costume-Bild zur Theaterzeitung.","Geiger, Andreas",1846.0,Vienna,"['paper', 'printing ink', '']","['engraving', 'hand colouring', '']",[]
O1518092,Theatre costume,"Costume worn by Leslie Echo-Ross as Elsie in a D'Oyly Carte Opera Company production of W.S. Gilbert and Arthur Sullivan's opera, <i>The Yeomen of the Guard,</i> 1992

","Hendy, James",1992.0,Great Britain,"['cotton (textile)', 'metal']",['machine stitching'],[]
O1518039,Award,"Society of Film and Television Award for Best Actress presented to Patricia Hayes, 1971",,1971.0,London,"['brass', 'marble', 'metal']","['casting', 'engraving']",[]
O1518038,Pipe,Smoking pipe made from wood and animal horn.,,1882.0,Germany,"['wood', 'horn']","['polishing', 'carving']",[]
O1517747,Usher Costume,"Grey and burgundy tail coat, waistcoat and trousers of man's cinema usher uniform, Plaza Cinema, c. 1920s.",,1924.0,,['wool'],[],[]
O1517743,Hat,Pith helmet,,1925.0,Malta,"['leather', 'cotton (textile)', 'pith', 'brass', 'cork']",['shaping'],[]
O1517118,Theatre costume,"Sheath dress worn by Tommy Cooper for his appearance as an Ugly Sister in a Syd Seymour’s production of Cinderella. The production toured Morecambe, Stockton and Oldham during the 1949-1950 pantomime season.

Necklace worn by Tommy Cooper for his appearance as an Ugly Sister in a Syd Seymour’s production of Cinderella. The production toured Morecambe, Stockton and Oldham during the 1949-1950 pantomime season.

Tiara worn by Tommy Cooper for his appearance as an Ugly Sister in a Syd Seymour’s production of Cinderella. The production toured Morecambe, Stockton and Oldham during the 1949-1950 pantomime season",,1949.0,Great Britain,[],[],[]
O1517029,Costume,Costume worn in Prince Igor,,,,[],[],[]
O1517028,Costume,Costume worn in Prince Igor,,,,[],[],[]
O1516293,Costume design,"Design by Vicki Mortimer with research for You're Gonna Love Tomorrow in the National Theatre's production of <i>Follies</i>, 2017-19","Mortimer, Vicki",2017.0,,['paper'],[],[]
O1516292,Costume design,"Design by Vicki Mortimer with research and costume illustrations for Young Stella in the National Theatre's production of <i>Follies</i>, 2017-19","Mortimer, Vicki",2017.0,,['paper'],[],[]
O1516291,Costume design,"Design by Vicki Mortimer with research and costume illustrations for Young Solange in the National Theatre's production of <i>Follies</i>, 2017-19","Mortimer, Vicki",2017.0,,['paper'],[],[]
O1516288,Costume design,"Design by Vicki Mortimer with research and costume illustrations for Young Heidi in the National Theatre's production of <i>Follies</i>, 2017-19","Mortimer, Vicki",2017.0,,['paper'],[],[]
O1516286,Costume design,"Design by Vicki Mortimer with research and costume illustrations for Young Emily in the National Theatre's production of <i>Follies</i>, 2019","Mortimer, Vicki",2017.0,,['paper'],[],[]
O1516285,Costume design,"Design by Vicki Mortimer with research and costume illustrations for Young Emily in the Loveland scene in the National Theatre's production of <i>Follies</i>, 2017-19","Mortimer, Vicki",2017.0,,['paper'],[],[]
O1516284,Costume design,"Design by Vicki Mortimer with research and costume illustrations for Young Deedee in the National Theatre's production of <i>Follies</i>, 2017-19","Mortimer, Vicki",2017.0,,['paper'],[],[]
O1516282,Costume design,"Design by Vicki Mortimer with research and costume illustrations for Shepherdesses ensemble in the National Theatre's production of <i>Follies</i>, 2017-19","Mortimer, Vicki",2017.0,,['paper'],[],[]
O1516281,Costume design,"Design by Vicki Mortimer with research for Sally's Folly, Loveland Roscoe, and Phyllis' Folly in the National Theatre's production of <i>Follies</i>, 2017-19","Mortimer, Vicki",2017.0,,['paper'],[],[]
O1516280,Costume design,"Design by Vicki Mortimer with research and costume illustrations for six Loveland showgirls in the National Theatre's production of <i>Follies</i>, 2017-19","Mortimer, Vicki",2017.0,,['paper'],[],[]
O1516278,Costume design,"Design by Vicki Mortimer with research and costume illustrations for three showgirl headdresses in the National Theatre's production of <i>Follies</i>, 2017-19","Mortimer, Vicki",2017.0,,['paper'],[],[]
O1516277,Costume design,"Design by Vicki Mortimer with research and costume illustrations for four showgirl headdresses in the National Theatre's production of <i>Follies</i>, 2017-19","Mortimer, Vicki",2017.0,,['paper'],[],[]
O1516276,Costume design,"Design by Vicki Mortimer with research and costume illustrations for Shepherds and Shepherdesses ensemble in the National Theatre's production of <i>Follies</i>, 2017-19","Mortimer, Vicki",2017.0,,['paper'],[],[]
O1516275,Costume design,"Design by Vicki Mortimer with research and costume illustrations for Mirror Mirror ensemble in the National Theatre's production of <i>Follies</i>, 2017-19","Mortimer, Vicki",2017.0,,['paper'],[],[]
O1516268,Costume design,"Design by Vicki Mortimer with research and costume illustrations for Buddy's Folly and Loveland showgirls in the National Theatre's production of <i>Follies</i>, 2017-19","Mortimer, Vicki",2017.0,,['paper'],[],[]
O1516150,Theatre costume,"Mirror Mirror showgirl costume with dress, pants, sailor cap, wristbands and silver shoes. Worn by Gemma Sutton as young Sally Durrant Plummer in the National Theatre's Follies, 14 February to 11 May 2019","Mortimer, Vicki",2019.0,London,[],[],[]
O1516149,Theatre costume,"Pink and white showgirl headdress with beaded cap and drapes and floral decorations. Worn by Rosanna Bates as young Emily Whitman in the Loveland scene in the National Theatre's Follies, 14 February to 11 May 2019.","Mortimer, Vicki",2019.0,London,[],[],[]
O1516148,Theatre costume,"Silver and white showgirl headdress with feathers, straw crown and hair net. Worn by Kate Parr as young Sandra Cane in the National Theatre's Follies, 22 August 2017 to 3 January 2018.","Mortimer, Vicki",2017.0,London,[],[],[]
O1516147,Theatre costume,"Pink and white showgirl headdress with pink net, face veil and gold stars. Worn by Christine Tucker as young Deedee West in the National Theatre's Follies, 22 August 2017 to 3 January 2018.","Mortimer, Vicki",2017.0,London,[],[],[]
O1516145,Theatre costume,"Gold 1918 showgirl outfit with large gold and bead headdress, dropped-waist dress and shoes. Worn by Alison Langer as young Heidi Schiller in the National Theatre's Follies, 22 August 2017 to 3 January 2018 and 14 February to 11 May 2019.","Mortimer, Vicki",2017.0,London,[],[],[]
O1516143,Theatre costume,"Blue floral print dress with blue feathers, green and gold shot underdress and blonde wig worn by Geraldine Fitzgerald as Solange LaFitte in the National Theatre's Follies, 14 February to 11 May 2019.","Mortimer, Vicki",2019.0,London,[],[],[]
O172931,Photograph,"Photograph of Jimmy Rogers as Miss Eily O'Connor in <i>Miss Eily O'Connor</i> at the Strand Theatre, 1862, Guy Little Collection.",,1862.0,London,['photographic paper'],['photography'],[]
O172923,Photograph,"Photograph of Jimmy Rogers as Miss Eily O'Connor in <i>Miss Eily O'Connor</i> at the Strand Theatre, 1862, Guy Little Collection.",,1862.0,London,['photographic paper'],['photography'],[]
O172920,Photograph,"Photograph of Jimmy Rogers as Joe Spurrit in <i>The Post Boy</i> at the Strand Theatre, 1861, Guy Little Collection.",,1861.0,London,['photographic paper'],['photography'],[]
O172913,Photograph,"Photograph of Jimmy Rogers as Miss Eily O'Connor in <i>Miss Eily O'Connor</i> at the Strand Theatre, 1862, Guy Little Collection.",,1862.0,London,['photographic paper'],['photography'],[]
O172908,Photograph,"Photograph of Jimmy Rogers as Joe Spurrit in <i>The Post Boy</i> by H.T. Craven, Strand Theatre, 1861, Guy Little Collection.",,1861.0,London,['photographic paper'],['photography'],[]
O172880,Photograph,"Photograph of Jimmy Rogers in <i>Old Phil's Birthday</i> at the Strand Theatre, January 1862, Guy Little Collection.","Beau, Adolphe",1862.0,London,['photographic paper'],['photography'],[]
O172879,Photograph,"Photograph of Jimmy Rogers as Phil Stapleton and Miss Page as Marion Hardress in <i>Old Phil's Birthday</i> at the Strand Theatre, January 1862, Guy Little Collection.","Beau, Adolphe",1862.0,London,['photographic paper'],['photography'],[]
O172878,Photograph,"Photograph of Jimmy Rogers as Phil Stapleton in <i>Old Phil's Birthday</i> at the Strand Theatre, January 1862, Guy Little Collection.","Beau, Adolphe",1862.0,London,['photographic paper'],['photography'],[]
O172875,Photograph,"Photograph of Jimmy Rogers, 19th c. Guy Little Collection.","Beau, Adolphe",1850.0,Great Britain,['photographic paper'],['photography'],[]
O172832,Photograph,"Photograph of Jimmy Rogers as Claud in <i>Esmeralda</i> at the Strand Theatre, January 1862, Guy Little Collection.","Blandford, John Edward",1861.0,London,['photographic paper'],['photography'],[]
O175850,Photograph,"Photograph of Minnie Langford, 19th c. Guy Little Collection.","Wright, George Parkinson",1850.0,Great Britain,['photographic paper'],['photography'],[]
O175845,Photograph,"Photograph of Minnie Langford, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175839,Photograph,"Photograph of Minnie Langford as Cupid in <i>Ixion</i> at the Royalty Theatre, 1863, Guy Little Collection.",,1863.0,London,['photographic paper'],['photography'],[]
O175834,Photograph,"Photograph of Elise Holt, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175832,Photograph,"Photograph of Elise Holt, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175831,Photograph,"Photograph of Elise Holt as Mercury in <i>Paris</i> at the Strand Theatre, 1866, Guy Little Collection.",,1866.0,London,['photographic paper'],['photography'],[]
O175830,Photograph,"Photograph of Elise Holt, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175829,Photograph,"Photograph of Elise Holt, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175828,Photograph,"Photograph of Elise Holt, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175827,Photograph,"Photograph of Elise Holt, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175826,Photograph,"Photograph of Elise Holt as Don Alva in <i>The Burlesque of L'Africaine</i> at the Strand Theatre, 18th November 1865, Guy Little Collection.",Belton & Reed,1865.0,London,['photographic paper'],['photography'],[]
O175825,Photograph,"Photograph of Elise Holt as Don Alva in <i>The Burlesque of L'Africaine</i> at the Strand Theatre, 18th November 1865, Guy Little Collection.",Belton & Reed,1865.0,London,['photographic paper'],['photography'],[]
O175824,Photograph,"Photograph of Elise Holt as Don Alva in <i>The Burlesque of L'Africaine</i> at the Strand Theatre, 18th November 1865, Guy Little Collection.",Belton & Reed,1865.0,London,['photographic paper'],['photography'],[]
O175823,Photograph,"Photograph of Elise Holt, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175822,Photograph,"Photograph of Elise Holt at the Strand Theatre, 1867, Guy Little Collection.",,1867.0,London,['photographic paper'],['photography'],[]
O175821,Photograph,"Photograph of Elise Holt, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175818,Photograph,"Photograph of Elise Holt, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175817,Photograph,"Photograph of Elise Holt, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175816,Photograph,"Photograph of Elise Holt, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175813,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175812,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175811,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175810,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175809,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175808,Photograph,"Photograph of Teresa Furtado as Esmeralda in <i>Esmeralda</i> at the Adelphi Theatre, 1871, Guy Little Collection.",,1850.0,London,['photographic paper'],['photography'],[]
O175807,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175805,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175804,Photograph,"Photograph of Teresa Furtado as Esmeralda in <i>Esmeralda</i> at the Adelphi Theatre, 1871, Guy Little Collection.",,1850.0,London,['photographic paper'],['photography'],[]
O175803,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175802,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175801,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175788,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175787,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175786,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175785,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175784,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175783,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175781,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
O175780,Photograph,"Photograph of Teresa Furtado, 19th c. Guy Little Collection.",,1850.0,Great Britain,['photographic paper'],['photography'],[]
